Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,MN,2023,"10        ",Male,15,Ambidextrous,183,29,101,3,Car,8,1.2,8,Basketball,1000,700,1000,800,300,1000,29,"Same length",5,5,"Same length",May,Summer,No,No,"No favorite",Water,"Physical education",8,11,9,"Yes - other","Internet chat or instant messaging",50,20,1,1,30,2,2,1,1,0,1,0,7,1,Some,"Graduate degree",Pop,"Freeze time",Rich,Actor,"Education/Youth development"
USA,MN,2021,"9         ",Female,15,Right-Handed,177,29,170,1,Bus,40,0.88,48,Swimming,765,677,343,548,209,493,30,"Left foot",65,63,"Index finger",May,Fall,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",Art,8,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,10,7,0,6,3,0,0,7,7,7,0,4,3,Some,"High school",Pop,Telepathy,Happy,Other,Other
USA,MN,2015,"12        ",Male,16,Right-Handed,184,35,170,3,Bus,60,.483,50,Other,1000,1000,1000,1000,250,250,35,"Same length",12,10,"Same length",February,Fall,Yes,No,Meat,"Sports drink",,7,7,4,"Yes - other","Text messaging",5,8,8,2,2,10,12,0,4,5,6,6,0,8,Some,"Some college",Other,Fly,Happy,"Sports person","Wildlife, animals"
USA,MN,2015,"12        ",Male,15,Right-Handed,176,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2021,"9         ",Female,14,Left-Handed,5'1,25,146,1,Bus,60,0.49,54,Other,100,100,100,100,100,1000,28,"Left foot",9,10,"Ring finger",April,Winter,No,No,"Rice/Noodle dishes","Soft drink (caffeinated)",Art,8,4,5.5,"Yes - other",Other,1,1,5,1,4,7,0,7,6,4,6,0,0,2,"Very little","Graduate degree","Heavy metal",Invisibility,Rich,Friend,"Arts, culture, sports"
USA,MN,2018,"12        ",Male,17,Left-Handed,184,26,181,1,Car,50,0.591,47,Swimming,807,834,770,936,813,973,25,"Right foot",70,70,"Same length",August,Summer,No,No,Pizza/Pasta,Water,History,6,14,4,"Yes - broadband connection","In person",0,2,5,0,5,10,0,7,0,0,7,0,0,0,"A lot","Some college",Other,"Freeze time",Happy,Other,Health
USA,MN,2017,"9         ",Male,14,Right-Handed,162.5,42.5,,1,Bus,45,.328,62,"Football (American)",128,316,422,86,583,328,42.5,"Same length",6,5,"Index finger",July,Summer,No,No,Pizza/Pasta,Water,"Physical education",9,11,4,"Yes - broadband connection","Cell phone",2,3,5,1,6,6,9,1,2,1,2,2,1,2,"A lot","Graduate degree",Country,Fly,Happy,Other,Religious
USA,MN,2019,"11        ",Female,16,Right-Handed,5'3,6,8,3,Car,1,19.44,"76 se",Baseball/Softball,69,233,98,124,878,989,8,,"8,2",,"Index finger",June,Summer,Yes,Yes,"No favorite",Water,English,7,8,4,"Yes - broadband connection","In person",8,35,,,,,,,,,,,,,,"High school",Pop,,Happy,Teacher,
USA,MN,2013,"12        ",Male,18,Right-Handed,34,17.5,17.5,2,Bicycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2019,"11        ",Male,16,Right-Handed,"183 ",28.3,183,1,Bus,45,.412,67,Basketball,,,,,,,28.3,"Same length",100,95,"Ring finger",April,Summer,No,No,Meat,"Sports drink","Physical education",6,4,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",idk,idk,24/7,idk,5,3,5,alot,idk,5,2,4,0,2,"A lot","High school","Rap/Hip hop",Invisibility,Happy,"Sports person","International aid"
USA,MN,2014,"6         ",Female,12,Right-Handed,155,21,153,3,Car,20,0.615,43,"Martial Arts",1000,353,1000,1000,64,1000,24,"Left foot",73,75,"Ring finger",November,Spring,No,No,Desserts,"Energy drink","Social studies",11,9,8,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",6,10,15,5,3,0,1,4,19,14,24,11,0,2,Some,"Graduate degree",Other,Telepathy,Healthy,Relative,Health
USA,MN,2019,"9         ",Male,15,Right-Handed,176,29,174,2,Bus,18,0.395,43,Basketball,219,203,1000,1000,1000,1000,29,"Same length",25.4,29.8,"Ring finger",April,Summer,No,No,Meat,Water,,8,10,5,"Yes - other","Text messaging",153,400,10,0,20,15,10,10,7,5,9,2,0,5,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Rich,"Musician or singer",Environment
USA,MN,2018,"9         ",Male,15,Right-Handed,177.8,10,77,1,Bus,10,.37,45,Basketball,561,631,417,738,48,48,177.8,"Same length",15,15,"Same length",June,Summer,No,No,Meat,Water,"Mathematics and statistics",9,11,5,"No internet connection","Myspace, Facebook, other social networking sites, or blog",20,22,"5 ",0,2,7,9,2,2,3,1,6,1,2,"Very little","Graduate degree","Rap/Hip hop","Freeze time",Famous,Relative,"Education/Youth development"
USA,MN,2018,"9         ",Female,14,Right-Handed,,,,,Bus,,0.414,,Gymnastics,0,1,97,100,2,95,,"Right foot",,,"Index finger",March,Summer,Yes,No,Pizza/Pasta,Juice,Other,8,15,5,"Yes - dial-up connection","Myspace, Facebook, other social networking sites, or blog",20,20,30,20,10,40,20,2,4,9,10,20,3,20,"A lot","High school","Rock and roll",Fly,Rich,Other,"Education/Youth development"
USA,MN,2023,"10        ",Male,16,Right-Handed,187,33,183,1,Car,20,0.709,48,Basketball,1000,1000,1000,1000,1000,1000,32,"Right foot",80,60,"Index finger",February,Fall,No,No,Meat,"Sports drink","Physical education",6,8,5,"Yes - broadband connection","Cell phone",30,30,8,18,5,20,8,6,20,3,30,10,16,4,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,Relative,Health
USA,MN,2016,"12        ",Male,17,Right-Handed,127,24,177,2,Car,3,,,Soccer,,,,,,,24,"Same length",8,8,"Same length",April,Spring,No,No,Meat,Water,English,7,10,6,"Yes - broadband connection","Text messaging",10,10,10,3,4,2,14,6,18,18,5,2,10,1,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,Relative,Health
USA,MN,2016,"12        ",Female,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2018,"9         ",Female,14,Right-Handed,160.2,23.5,,1,Car,10,,,Baseball/Softball,,,,,,,23.5,"Same length",10,10,,August,Fall,Yes,No,Other,"Soft drink (caffeinated)",English,7,6,4,"Yes - broadband connection",Telephone,5,6,0,4,0,3,0,0,8,24,24,2,2,1,None,"High school","Rap/Hip hop",Fly,Happy,Other,Health
USA,MN,2016,"12        ",Female,17,Right-Handed,160,22,171.5,2,Bus,9,,,Other,90,30,40,25,2,0,23,"Left foot",80.5,80,"Ring finger",March,Spring,No,No,Other,Water,English,6,8,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",2,2,4,5,5,3,2,0,3,8,1,1,6,2,"A lot","Undergraduate degree","Rap/Hip hop",Telepathy,Happy,Relative,"International aid"
USA,MN,2018,"9         ",Female,14,Right-Handed,5,8.5,135,1,Walk,3,36,56,Dancing,396,529,535,545,556,1000,8.5,"Same length",80,100,"Ring finger",December,Summer,Yes,No,Pizza/Pasta,Water,Other,8,12.5,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",5,6,1,0,1.5,3,0,0,16,1,16,5,0,2,Some,Other,"Rap/Hip hop",Telepathy,Happy,Relative,Health
USA,MN,2014,"8         ",Female,12,Right-Handed,148,20.5,151,2,Bus,20,0.499,57,Walking/Hiking,500,1000,1000,1000,1000,750,20.5,"Same length",19.2,7.6,"Same length",May,Summer,No,No,Other,Juice,Music,10,10,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",400,21,0,5,0,10,10,0,1,25,0,2,0,30,"A lot","Some college",Other,"Freeze time",Healthy,Teacher,"International aid"
USA,MN,2016,"12        ",Male,17,Right-Handed,170,26,130,1,Car,15,0.786,50,"Football (American)",500,300,600,700,800,1000,26,"Same length",9,9,"Same length",April,Fall,No,No,Pizza/Pasta,Juice,Science,6,8,5,"Yes - other","Internet chat or instant messaging",5,5,4,1,3,2,1,1,1,2,2,4,0,2,Some,"Graduate degree","Rap/Hip hop",Invisibility,Happy,Relative,"Arts, culture, sports"
USA,MN,2019,"11        ",Male,16,Right-Handed,158,30,159,1,Bus,30,.42,40,Basketball,957,947,786,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2018,"9         ",Female,14,Right-Handed,183,27.7,,2,Bus,30,1.532,56,Baseball/Softball,1000,1000,1000,1000,0,0,27.9,"Same length",5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2016,"11        ",Male,16,Right-Handed,185,30.5,185,1,Car,70,.331,65,"Football (American)",700,706,710,709,300,320,31,"Left foot",69.85,76.2,"Ring finger",May,Fall,No,No,Meat,"Soft drink (caffeinated)","Computers and technology",7,10,4,"Yes - broadband connection","Internet chat or instant messaging",6,200,2,.5,12,7,20,12,3,3,82,4,0,7,"A lot","Graduate degree","Punk rock",Invisibility,Rich,Relative,Health
USA,MN,2019,"12        ",Male,18,Right-Handed,175,165,173,2,Walk,0,0.314,35,Soccer,100,100,500,100,1000,1000,165,"Same length",65,72,"Ring finger",October,Fall,No,No,Meat,Water,Other,6,12,1,"Yes - broadband connection","Internet chat or instant messaging",50,41,20,20,10,5,12,20,40,20,40,0,0,5,Some,"Undergraduate degree",Pop,Telepathy,Rich,"Sports person",Environment
USA,MN,2016,"11        ",Female,15,Right-Handed,172,26.2,162,2,Car,20,0.608,58,Lacrosse,123,620,770,604,1000,1000,26.2,"Same length",125,135,"Ring finger",November,Fall,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",9,11,5,"Yes - other","Internet chat or instant messaging",53,113,72,1,14,72,10,1,27,27,27,14,0,3,"A lot","Graduate degree",Pop,Fly,Happy,Relative,"International aid"
USA,MN,2018,"9         ",Male,14,Right-Handed,177,25.9,,1,Car,15,.296,60,Basketball,1000,765,1000,631,0,1000,25.9,"Same length",75,85,"Ring finger",October,Summer,Yes,No,Poultry,Water,"Physical education",7,4,5,"Yes - other","Text messaging",300,290,3,30,1,3,0,0,1,24,116,1,0,0,Some,"Some college","Rap/Hip hop",Fly,Happy,Relative,Health
USA,MN,2013,"4         ",Male,9,Right-Handed,149,23,141,1,Bus,10,0.774,38,"Football (American)",89,200,600,150,879,10000,23,"Same length",80,80,"Ring finger",February,Summer,No,No,Meat,Water,"Computers and technology",11,13,4,"Yes - other","In person",0,0,5,0,2,7,10,3,0,0,4,4,1,0,None,"Some college",Other,Invisibility,Happy,Relative,"International aid"
USA,MN,2013,"4         ",Female,10,Left-Handed,142,19,142,2.5,Walk,3,0.36,48,Baseball/Softball,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2021,"9         ",Male,15,Right-Handed,"5'9""","10 in","4ft 9",1,Car,5,0.373,39,Other,600,600,600,300,500,800,10in,"Right foot",85,80,,June,Fall,No,No,Poultry,"Soft drink (caffeinated)",History,8,9,2,"Yes - broadband connection","Internet chat or instant messaging",35,35,15,1,3,10,5,10,1,3,20,3,10,0,Some,Other,Country,"Freeze time",Rich,Relative,"Wildlife, animals"
USA,MN,2016,"9         ",Female,15,Right-Handed,165,24.8,136,1,Car,22,0.403,38,Other,600,950,400,400,950,950,24.6,"Right foot",73.5,73.5,"Same length",June,Spring,No,No,Pizza/Pasta,Water,Science,7,9,4,"Yes - broadband connection","Text messaging",100,100,3,1,20,8,3,6,5,3,20,3,0,2,"A lot","Undergraduate degree",Other,Fly,Healthy,"Musician or singer",Health
USA,MN,2018,"9         ",Female,14,Right-Handed,59,36,36,1,Bus,10,3,2.7,Basketball,12,36,20,28,33,16,7,"Right foot",26,36,"Ring finger",October,Fall,No,No,Desserts,Juice,"Mathematics and statistics",10,24,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",36,28,3,1,1,3,1,1,2,1,1,3,1,2,Some,"Some college","Rap/Hip hop","Freeze time",Healthy,Relative,Health
USA,MN,2014,"11        ",Female,15,Right-Handed,132,22,150,1,Car,20,.36,42,Tennis,650,650,650,650,700,950,22,"Left foot",6.7,6.5,"Ring finger",July,Summer,Yes,No,Desserts,Water,Art,7,8,5,"Yes - other","Text messaging",70,75,58,4,3,3,3,3,60,40,50,14,2,4,"A lot","Undergraduate degree","Rap/Hip hop",Fly,Happy,Relative,"International aid"
USA,MN,2021,"9         ",Male,14,Left-Handed,170cm,23cm,60cm,1,Bicycle,15min,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2020,"9         ",Female,14,Right-Handed,5,7,7,2,Car,5,0.822,51,Walking/Hiking,1000,1000,1000,1000,9,1000,7,"Same length",30,40,"Ring finger",March,Winter,No,No,Pizza/Pasta,Water,English,8,7,6,"Yes - other","Text messaging",6,8,0,2,5,24,0,0,0,4,24,5,0,24,"Very little","High school","Rhythm and blues (R&B)",Telepathy,Healthy,"Musician or singer","Wildlife, animals"
USA,MN,2016,"12        ",Female,18,Right-Handed,169,24.1,170,100,Car,12,1.68,60,None,300,300,100,100,100,100,24,"Right foot",85,75,"Ring finger",March,Winter,No,No,Other,Tea,,10,8,11,"Yes - other","Text messaging",100,100,0,0,1,3.5,0,0,5,1,5,5,12,0,"A lot","Graduate degree",Other,Telepathy,Healthy,Politician,"International aid"
USA,MN,2018,"9         ",Male,14,Right-Handed,162,9,70,1,Bus,20,0.404,74,Basketball,1000,487,1000,476,1000,1000,9,"Same length",7,7,"Ring finger",November,Summer,Yes,No,Seafood,Water,Geography,10,10,3,"Yes - broadband connection","Cell phone",15,15,10,2,3,7,10,10,2,2,2,10,1,1,"Very little","Graduate degree","Rap/Hip hop","Freeze time",Happy,"Community leader or elder","International aid"
USA,MN,2014,"11        ",Male,15,Right-Handed,1088,144,520,1,Bus,15,.393,46,Other,684,631,465,802,225,406,144,"Same length",55,58,"Ring finger",November,Fall,No,No,Pizza/Pasta,Water,"Mathematics and statistics",8,12,4,"Yes - broadband connection","Text messaging",15,24,10,7,6,9,24,24,0,4,42,6,0,7,"Very little","Graduate degree","Rock and roll",Invisibility,Happy,Relative,Health
USA,MN,2014,"7         ",Male,14,Right-Handed,160,26,160,3,Other,10,0.333,95,,444,1000,733,203,1000,1000,26,"Same length",97,97,"Same length",January,Summer,No,Yes,Salads,Water,,8,8,3,"Yes - broadband connection","In person",2,3,3,5,1,7,8,4,3,3,5,3,2,1,Some,"Undergraduate degree","Rap/Hip hop",Fly,Happy,"Coach or club leader",Environment
USA,MN,2020,"9         ",Female,14,Right-Handed,5’3,7cm,,1,Bus,2hr,1.088,34,Basketball,500,500,400,1000,10,50,7cm,"Right foot",4,3,"Index finger",April,Summer,Yes,No,Other,Juice,Geography,6,10,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",3,5,0,24,1,0,3,3,24,24,0,24,0,1,Some,"High school","Rap/Hip hop",Fly,Rich,"Sports person",Health
USA,MN,2015,"12        ",Female,17,Right-Handed,165,24,153,1,Car,6,.47,35,Dancing,390,1000,866,893,0,241,24,"Same length",90,90,"Same length",May,,No,No,Meat,Water,"Mathematics and statistics",8,10,3,"Yes - broadband connection","Text messaging",30,40,20,2,7,14,8,0,20,60,4,10,25,6,Some,"Graduate degree",Pop,Telepathy,Rich,Relative,"Wildlife, animals"
USA,MN,2021,"9         ",Male,14,Left-Handed,170cm,23cm,60cm,1,Bicycle,15min,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2021,"9         ",Male,14,Right-Handed,173,28,170,1,Bus,50,.359,66,None,,100,,,,,28,"Same length",80,85,"Ring finger",December,Fall,No,No,Meat,Water,Other,7,7,6,"Yes - other","In person",0,0,1,1,0,14,14,0,12,0,10,10,0,0,Some,"High school",Country,"Super strength",Rich,,
USA,MN,2023,"7         ",Male,13,Right-Handed,179,27,182,2,Car,5,0.357,39,Soccer,326,540,610,1000,834,824,27,"Same length",8,8,"Same length",March,Fall,Yes,No,Poultry,Water,English,7,10,5,"Yes - broadband connection","Text messaging",10,2,7,7,8,5,8,9,8,8,3,3,.5,3,Some,"Undergraduate degree","Rap/Hip hop","Freeze time",Happy,"Religious figure","Arts, culture, sports"
USA,MN,2018,"12        ",Male,18,Left-Handed,182,23,178,1,Car,7,0.532,43,Swimming,800,1000,500,900,975,1000,23,"Same length",100,100,"Same length",May,Winter,Yes,No,Pizza/Pasta,Water,History,6,9,5,"Yes - broadband connection","Text messaging",6,40,6,4,3,4,5,16,2,1,10,8,10,1,Some,"Graduate degree",Techno/Electronic,Fly,Happy,Actor,Environment
USA,MN,2014,"6         ",Male,12,Right-Handed,,,,2,Walk,7,.928,53,Soccer,1000,1000,1000,1000,1000,1000,,"Right foot",,,,November,Summer,No,No,Pizza/Pasta,"Sports drink","Mathematics and statistics",,,,"No internet connection","Internet chat or instant messaging",,,30,0,45,1,30,30,0,0,0,50,0,30,Some,"Graduate degree",Other,Telepathy,Famous,Friend,Health
USA,MN,2019,"9         ",Female,15,Right-Handed,165,26,160,1,Car,13,".522 ",37,Baseball/Softball,1000,1000,100,200,0,20,26,"Same length",9.9,10.1,"Ring finger",January,Summer,Yes,No,Fruit,Water,History,8,10,4,"Yes - other","Internet chat or instant messaging",100,300,60,3,20,10,10,1,10,5,15,3,0,1,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,Environment
USA,MN,2017,"12        ",Male,18,Right-Handed,171,25,171.5,1,Car,8,0.462,47,"Hockey (Ice)",856,128,449,872,102,658,25,"Same length",8.3,80,"Ring finger",September,Winter,No,No,Meat,Water,History,5,5,3,"Yes - broadband connection","Text messaging",10,10,5,.5,3,5,10,5,30,15,2,10,18,2,"A lot","Undergraduate degree","Rap/Hip hop",Telepathy,Rich,Relative,Health
USA,MN,2019,"12        ",Female,17,Right-Handed,153,37,150,2,Walk,1,0.444,28,Walking/Hiking,749,658,1000,1000,289,112,37,"Same length",,70,"Ring finger",June,Fall,Yes,No,Meat,Other,Art,5-8,9-13,36,"Yes - dial-up connection","Internet chat or instant messaging",+100,+100,+50,15,30,2,+3,3,+20,+50,+100,0,1/2,1/2,Some,"Undergraduate degree",Pop,"Freeze time",Healthy,"Community leader or elder",Health
USA,MN,2014,"11        ",Female,16,Right-Handed,64,21,61,1,Car,18,.446,56,Gymnastics,786,866,1000,995,16,583,22,"Same length",71,72,"Ring finger",May,Summer,Yes,No,Seafood,Milk,"Mathematics and statistics",6,10,3,"Yes - broadband connection","Text messaging",40,34,5,.5,1,.5,0,0,4,8,7,1,0,.5,"Very little","Graduate degree","Rap/Hip hop","Freeze time",Rich,Relative,"Education/Youth development"
USA,MN,2023,"10        ",Female,15,Right-Handed,170,,,1,Car,15,0.227,53,Skateboarding/Rollerblading,952,563,128,481,540,1000,,"Same length",,,,September,Fall,No,No,"Rice/Noodle dishes",Water,Art,4,10,8,"Yes - broadband connection","In person",0,1,0,0,2,5,0,7,,3,,4,0,,"Very little","Some college",Other,"Freeze time",Rich,"Community leader or elder",
USA,MN,2021,"9         ",Female,14,Right-Handed,5'4,"6 /7",,"1 ",Bus,"45 ",,,Other,0,"10 ",10,5,1000,1000,6/7,"Same length","10 ",6,"Index finger",January,Fall,Yes,No,Meat,Water,Art,"8 ","7 ","4 ","Yes - other",Other,,,8,0,2,3,3,0,2,1,8,2,5,2,Some,"High school",Other,Invisibility,Healthy,"Musician or singer","Arts, culture, sports"
USA,MN,2022,"10        ",Male,16,Right-Handed,193,30.48,205.7,1,Car,10,0.316,63,Basketball,600,600,400,500,700,800,193,"Same length",131,91.44,"Index finger",October,Fall,Yes,No,Meat,Water,"Computers and technology",8,10.5,4,"Yes - other","Text messaging",10,12,3,1,15,9,14,3,1,1,4,2,0,1,Some,"Graduate degree","Rhythm and blues (R&B)","Freeze time",Happy,Politician,"International aid"
USA,MN,2016,"12        ",Female,17,Right-Handed,172,23,172,1,Car,15,.391,44,Dancing,200,100,100,80,100,700,23,"Same length",8,8.5,"Ring finger",January,Summer,No,No,Pizza/Pasta,Water,English,7,10,6,"Yes - broadband connection","Text messaging",60,60,2,0,3,8,0,0,7,2,2,5,8,1,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,Relative,"Education/Youth development"
USA,MN,2014,"8         ",Male,13,Right-Handed,160,24,162,1,Bus,10,0.243,28,None,300,400,200,300,700,1000,24,"Same length",11,13,"Ring finger",January,Winter,Yes,No,"No favorite",Tea,History,10,12,4,,"In person",0,0,4,0,2,4,0,8,0,0,8,4,9,5,Some,,"Rock and roll","Freeze time",Rich,"Musician or singer","Arts, culture, sports"
USA,MN,2023,"7         ",Female,13,Right-Handed,162,23,162,3,Car,10-20,0.416,47,Walking/Hiking,9,,1000,8,0,10,23,"Same length",5.5,6.5,"Ring finger",May,Fall,Yes,No,"Rice/Noodle dishes",Water,Science,8,9-11,6,"Yes - dial-up connection",Other,10,0,0,1,2-3,2-4,1-2,1-2,1-2,1,1-3,2,1,1,"A lot","Graduate degree",Other,Fly,Happy,Relative,"Wildlife, animals"
USA,MN,2023,"10        ",Female,16,Right-Handed,167,10,70,one,Car,12,1.109,32,Soccer,0,0,0,0,1000,1000,10,"Same length",,,"Ring finger",March,Summer,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",History,6,9,3,"Yes - broadband connection","Text messaging",0,idk,100,20min,0,1,15,1,45,70,80,8,0,2,"A lot","High school",Pop,Telepathy,Rich,Actor,"Wildlife, animals"
USA,MN,2019,"12        ",Male,18,Right-Handed,167,2.65,133,2,Car,15,0.283,37,Soccer,978,449,214,738,610,914,2.65,"Same length",0.065,0.07,"Index finger",November,Fall,No,No,"Rice/Noodle dishes",Water,Music,6,11,4,"Yes - broadband connection","Cell phone",268,201,24,8,20,0,12,4,12,2,12,0,0,0,"A lot","Graduate degree",Other,Invisibility,Happy,"Sports person",Health
USA,MN,2013,"4         ",Male,10,Right-Handed,150,23,141,1,Bus,1,374,62,Golf,16,567,1000,1000,160,984,23,"Same length",64,80,"Ring finger",May,Spring,No,Yes,Salads,Milk,Art,10,8,5,"Yes - other","Text messaging",0,0,2,1,6,4,5,5,2,1,2,1,0,1,Some,Other,Jazz,Fly,Rich,Other,"International aid"
USA,MN,2018,"9         ",Male,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2014,"11        ",Male,16,Right-Handed,179,31,76,2,Bus,35,0.384,35,Cycling,600,500,400,600,1000,1000,31,"Same length",56,60,"Ring finger",June,Summer,Yes,No,Meat,"Soft drink (caffeinated)",Music,6,10,3,"Yes - broadband connection","In person",20,15,10,1,6,6,0,40,8,20,60,5,0,6,"A lot","Graduate degree",Other,"Freeze time",Happy,Friend,"Arts, culture, sports"
USA,MN,2023,"10        ",Male,16,Right-Handed,178,28,187,1,Car,"7 ",.337,68,"Hockey (Ice)",700,500,0,0,800,1000,28,"Same length",8,9,"Ring finger",January,Summer,Yes,No,Meat,Water,Science,7,8,5,"Yes - broadband connection","Text messaging",20,25,15,1,6,3,20,2,10,1,20,25,0,2,Some,"High school","Rap/Hip hop",Fly,Rich,"Sports person","Wildlife, animals"
USA,MN,2013,"12        ",Male,17,Right-Handed,"155 ",20,162,2,Car,20,0.351,44,Other,800,500,400,500,700,800,20,"Same length",75,80,"Ring finger",January,Summer,Yes,No,Meat,Juice,English,7,10,3,"Yes - other","Text messaging",8,6,9,2,10,42,3,9,4,5,6,10,2,6,"A lot","Some college","Rock and roll",Telepathy,Happy,"Musician or singer","Education/Youth development"
USA,MN,2021,"5         ",Male,10,Left-Handed,138,18,161,,Car,1,0.753,38,Basketball,750,200,250,43,900,1000,16,"Right foot",58,62,"Ring finger",May,Summer,No,No,Poultry,Water,"Computers and technology",8,9.5,4,"Yes - broadband connection","Internet chat or instant messaging",0,0,0,0,2,14,5,3,0,0,35,2,0,1,"Very little","Graduate degree",Other,Telepathy,Healthy,Relative,Health
USA,MN,2014,"11        ",Male,16,Right-Handed,182,24,182,1,Car,15,.488,59,Golf,200,300,200,200,200,500,24,"Same length",80,85,"Ring finger",August,Spring,No,No,Meat,Water,"Physical education",6,9,4,"Yes - broadband connection","Cell phone",100,100,8,,,,,,,,,,,,,,,,,,
USA,MN,2018,"9         ",Male,14,Right-Handed,177.8,27,,1,Bus,18,0.359,"42 ",Basketball,0,0,0,1000,1000,1000,27,"Same length",,,"Same length",July,Summer,No,,"No favorite",Water,Music,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2020,"9         ",Female,14,Right-Handed,5’8”,,,1,Bus,12,1.34,,Other,1000,950,1000,1000,10,500,,,,,,June,Fall,No,No,Pizza/Pasta,Water,History,8,6-12,8,"Yes - other","In person",2,2,28,0,7,0,0,0,14,0,0,21,0,14,"A lot","Graduate degree",Gospel,Invisibility,Healthy,Actor,Environment
USA,MN,2020,"9         ",Male,15,Right-Handed,176,20,65,3,Bus,30,721ms,51,Soccer,1000,1000,1000,1000,300,500,24,"Same length",7,7,"Same length",December,Summer,No,Yes,Pizza/Pasta,Water,Geography,10,12,5,"Yes - other","Cell phone",0,0,9,4,19,9,6,0,6,2,0,1,0,4,None,"Graduate degree","Rap/Hip hop",Invisibility,Healthy,"Religious figure","International aid"
USA,MN,2019,"12        ",Female,16,Right-Handed,167,24,160,1,Car,23,.36,39,Soccer,900,900,950,900,500,500,24,"Right foot",68,71,"Ring finger",January,Winter,Yes,No,Meat,Water,Science,8,9,3,"Yes - other","In person",50,62,10,1,7,10,15,0,5,2,10,1,0,1,"Very little","Graduate degree",Pop,Invisibility,Happy,"Sports person",Environment
USA,MN,2014,"11        ",Female,16,Right-Handed,157,22,148,2,Car,17,.462,42,Other,800,800,900,900,300,300,23,"Left foot",70,65,"Index finger",August,Fall,No,No,Breads/Sandwiches,Water,Languages,6,6,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",15,12,10,1,25,10,5,2,7,2,7,10,20,20,"A lot","Graduate degree",Country,"Freeze time",Happy,Teacher,"Education/Youth development"
USA,MN,2018,"9         ",Male,16,Left-Handed,164.,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2014,"8         ",Female,15,Right-Handed,148,20,147,2,Walk,24,0.01,54,Basketball,1000,1000,1000,1000,750,750,20,"Same length",80,85,"Ring finger",January,Summer,No,No,Fruit,Water,"Mathematics and statistics",10,10,7,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,10,10,2,7,7,3,3,3,3,10,8,5,5,None,"Graduate degree",Other,"Freeze time",Healthy,"Doctor or nurse",Health
