Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,WI,2015,"8         ",Male,14,Right-Handed,140,26,144,1,Bus,5,0.727,48,None,1000,1000,503,503,1000,1000,22,"Right foot",90,95,"Ring finger",April,Summer,No,No,Seafood,Juice,"Computers and technology",10,10,5,"Yes - broadband connection","In person",0,0,0,0,7,1,7,2,0,0,0,7,0,1,"A lot","Graduate degree",Techno/Electronic,Telepathy,Happy,Other,"International aid"
USA,WI,2018,"12        ",Male,16,Left-Handed,185,,181,2,Car,5,0.298,64,Baseball/Softball,,,,,,,,,95,95,"Index finger",April,Winter,No,No,Pizza/Pasta,Water,"Mathematics and statistics",7,10,4,"Yes - broadband connection","Cell phone",10,12,2,1,25,4,12,1,2,4,12,1,0,3,"A lot","Undergraduate degree",Country,Telepathy,Rich,"Sports person","Education/Youth development"
USA,WI,2014,"12        ",Female,17,Right-Handed,182,26,184,2,Car,5,.366,34,Walking/Hiking,,,,,,,26,"Same length",101,95,"Index finger",January,Summer,No,No,Meat,Water,Other,8.5,10,2,"Yes - broadband connection","Text messaging",40,80,25,.25,1.5,20,5,0,1,6,5,5,0,1,Some,"Graduate degree",Techno/Electronic,Telepathy,Rich,Friend,"International aid"
USA,WI,2016,"7         ",Female,13,Right-Handed,152,24,156,1,,5,.364,60,Gymnastics,900,600,700,800,200,400,24,"Same length",65,70,"Ring finger",April,Summer,No,No,Fruit,Milk,"Physical education",,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2017,"8         ",Male,15,Right-Handed,176,28,147,2,Bus,15,,,"Football (American)",500,500,800,400,1000,1000,26,"Same length",36,28,"Index finger",November,Summer,No,No,Pizza/Pasta,Water,"Physical education",5,3,3,"Yes - broadband connection","In person",150,175,6,4,1,8,2,0,3,5,2,3,0,0,"A lot","Some college","Rap/Hip hop","Super strength",Famous,"Sports person",Health
USA,WI,2016,"6         ",Male,12,Right-Handed,,,,,Car,7,.53,65,Basketball,,,,,,,,"Right foot",,,"Same length",March,Summer,No,No,Meat,Milk,"Physical education",8,8,5,"Yes - broadband connection","Text messaging",2,2,35.8,0,1,4,3,4,1,.001,5,1,0,8,None,"Graduate degree",Country,"Super strength",Happy,Other,Health
USA,WI,2019,"12        ",Female,18,Right-Handed,167.6,,165,1,Car,4,.343,41,Dancing,,,,,,,,,73,77,"Ring finger",August,Summer,No,No,Poultry,Water,Music,6,6,4,,"In person",1,5,10,0,10,2,18,0,10,7,10,10,6,2,"A lot","Undergraduate degree",Other,"Freeze time",Happy,Relative,"Arts, culture, sports"
USA,WI,2016,"8         ",Female,13,Right-Handed,163,23,159,1,Bus,15,.463,53,Walking/Hiking,1000,471,241,599,171,754,22,"Right foot",70,70,"Same length",July,Fall,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",9,10,5,,"In person",200,200,70,0,5,30,8,0,28,15,120,3,0,0,None,"Graduate degree","Rap/Hip hop",Telepathy,Healthy,Friend,"Wildlife, animals"
USA,WI,2013,"8         ",Male,14,Right-Handed,159,24,163,2,Bus,45,.25,44,Soccer,800,850,400,400,920,999,24,"Same length",69,66,"Index finger",December,Winter,No,No,Meat,Water,"Physical education",7,9,4,"Yes - other","Text messaging",100,100,6,.5,2,3,5,5,2,,,,,,,,,,,,
USA,WI,2018,"12        ",Female,17,Right-Handed,175,25,177,1,Car,8,.501,39,Golf,800,800,600,70025,200,500,25,"Same length",84,78,"Index finger",July,Summer,Yes,No,Pizza/Pasta,"Soft drink (non-caffeinated)",Science,5,8,7,"Yes - broadband connection","Text messaging",3,33,6,1,12,10,12,0,14,10,40,10,0,10,Some,"Graduate degree",Pop,Invisibility,Healthy,Actor,Health
USA,WI,2017,"7         ",Male,13,Right-Handed,172,29.5,173,32,Bicycle,16,0.02,20,Cycling,0,0,30,100,1000,1000,29,"Right foot",75,85,"Ring finger",January,Summer,No,No,Other,"Soft drink (caffeinated)","Mathematics and statistics",5,2,6,"Yes - other","Text messaging",8,9,40,02,.5,3,3,59,50,0,8,9,2,0,None,"Graduate degree",Other,"Freeze time",Rich,Politician,Other
USA,WI,2015,"8         ",Female,13,Right-Handed,150,21,154,1,Bus,15,.636,83,Swimming,700,800,400,1000,900,1000,20,"Right foot",85,90,"Ring finger",July,Summer,No,No,Desserts,"Powdered drink","Mathematics and statistics",7,5,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",15,14,8,1,7,5,9,2,12,5,13,7,0,2,Some,"Graduate degree",Pop,Invisibility,Happy,Relative,"Wildlife, animals"
USA,WI,2016,"12        ",Female,17,Right-Handed,172.7,24,179,1,Car,"10 ",0.649,40,Basketball,283,920,791,134,503,1000,25.5,"Left foot",75,77,"Ring finger",May,Summer,Yes,No,Breads/Sandwiches,Water,"Mathematics and statistics",7.5,9,4,"Yes - other","Text messaging",200,200,15,1,5,2,10,0,5,10,3,1,7,1,Some,"Graduate degree",Country,Telepathy,Happy,Relative,"International aid"
USA,WI,2017,"12        ",Male,17,Right-Handed,183,25,183,1,Car,10,.391,47,Baseball/Softball,406,647,642,545,701,545,27,"Left foot",103,110,"Ring finger",May,Summer,No,No,Pizza/Pasta,Tea,"Social studies",6,10,2,"Yes - broadband connection","Text messaging",15,10,6,1,2,2,6,8,6,2,5,2,6,1,"Very little","Graduate degree",Techno/Electronic,Fly,Rich,Other,"Arts, culture, sports"
USA,WI,2015,"12        ",Female,17,Right-Handed,169,24,170,1,Car,11,.531,64,Running/Jogging,750,750,900,900,450,950,22,"Right foot",80,85,"Ring finger",August,Fall,Yes,Yes,Fruit,Water,Art,6,7,3,"Yes - broadband connection","Text messaging",10,5,10,1,10,3,1,0,9,2,20,12,20,6,,"Undergraduate degree",Other,"Freeze time",Happy,Teacher,"Wildlife, animals"
USA,WI,2017,"12        ",Male,17,Left-Handed,72,2.5,80,2,Car,15,0.363,51,Other,,,,,,,,,10,8,"Same length",March,Summer,Yes,No,Pizza/Pasta,Tea,Science,6,8,2,"Yes - broadband connection","Text messaging",1,1,1.5,1,1,3,2,2,6,7,6,0,0,2,Some,"Graduate degree",Other,"Freeze time",Happy,Relative,"Wildlife, animals"
USA,WI,2016,"8         ",Female,13,Right-Handed,163,23,150,1,Car,12,.4,45,Dancing,743,818,652,701,422,904,24,"Left foot",70,60,"Index finger",May,Summer,Yes,No,Poultry,Water,Geography,7,9,5,"Yes - other","In person",30,40,50,1,5,10,7,1,8,20,0,7,0,3,Some,"Graduate degree",Pop,Fly,Happy,Friend,Health
USA,WI,2014,"12        ",Female,15,Right-Handed,168,23,62,2,Car,17,0.4,36,Other,600,600,750,700,500,700,23,"Same length",7.6,7.5,"Index finger",September,Fall,No,No,Pizza/Pasta,Water,Languages,7,9,3,"Yes - broadband connection","In person",400,400,40,0,40,10,10,0,35,40,40,0,0,10,"A lot","Graduate degree",Other,Telepathy,Healthy,Teacher,"Arts, culture, sports"
USA,WI,2022,"9         ",Male,15,Left-Handed,188,30,182,1,Car,6,0.315,53,Basketball,834,1000,342,658,465,684,30,"Same length",7.5,8.5,"Ring finger",October,Fall,No,No,Meat,Water,"Social studies",8,10,3,"Yes - broadband connection","In person",15,20,6,0.25,8,3,10,2,4,2,8,8,6,4,Some,"Graduate degree",Pop,Fly,Happy,Relative,Environment
USA,WI,2015,"7         ",Male,12,Right-Handed,171,40,187,1,Skateboard/Scooter/Rollerblade,5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2016,"7         ",Female,13,Ambidextrous,169,23,164,2,Bus,65,0.419,43,Athletics,947,872,947,898,364,1000,23,"Same length",80,80,"Same length",May,Winter,Yes,No,Fruit,Water,"Physical education",9,7,4,"Yes - broadband connection","Text messaging",2,175,70,0.5,2,5,6,4,18,20,68,8,3,10,"A lot","Graduate degree",Pop,Invisibility,Happy,Friend,Health
USA,WI,2021,"12        ",Female,17,Right-Handed,176,26,170,1,Car,5,0.572,47,Soccer,70,60,60,60,40,40,26,"Same length",80,83,"Ring finger",June,Fall,No,No,Pizza/Pasta,Water,Science,5.5,12,5,"Yes - other","Text messaging",2,6,10,3,2,5,1,0,3,1,2,5,19,1,"A lot","Undergraduate degree",Other,Telepathy,Healthy,Relative,"Wildlife, animals"
USA,WI,2016,"7         ",Female,12,Right-Handed,157,24,163,1,Bus,15,.523,63,Other,102,455,251,27,91,262,23,"Right foot",105,111,"Ring finger",August,Summer,No,No,Meat,Juice,Art,8,11,4,"Yes - broadband connection","Text messaging",35,150,5,3,1,8,7,1,5,5,6,4,1,2,"Very little","Undergraduate degree",Country,Telepathy,Rich,"Sports person",Other
USA,WI,2016,"7         ",Female,12,Right-Handed,173,24,179,1,Walk,25,0.506,64,Dancing,900,800,1000,450,600,1000,26,"Left foot",8,9,"Ring finger",April,Fall,Yes,,"No favorite",Water,"Mathematics and statistics","6 ",5,4,"Yes - broadband connection",Other,153,159,150,4,2,14,16,0,24,150,125,14,0,3,"Very little","Graduate degree",Pop,Fly,Healthy,"Doctor or nurse",Health
USA,WI,2023,"12        ",Female,17,Right-Handed,157,23.5,161,2,Walk,7,0.356,45,Running/Jogging,1000,1000,487,422,615,941,23.5,"Same length",70,65,"Index finger",September,Fall,No,No,Fruit,Water,"Mathematics and statistics",7,9,4,"Yes - broadband connection","In person",20,30,15,0,2,4,10,0,15,1,1,4,10,2,"A lot","Undergraduate degree",Pop,Fly,Happy,Teacher,Environment
USA,WI,2016,"12        ",Male,18,Right-Handed,184,28,188,1,Car,5,0.354,45,Other,1000,600,500,200,30,20,28,"Same length",105,108,"Ring finger",June,Summer,No,No,Desserts,Milk,Science,6,9,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",2,2,1,0,10,3,0,0,2,0,1,0,12,0,Some,"Graduate degree",Pop,"Freeze time",Famous,Relative,Environment
USA,WI,2016,"7         ",Female,13,Right-Handed,154,22,157,2,Car,7,.338,45,Soccer,273,203,471,647,193,995,23,"Left foot",85,95,"Ring finger",December,Winter,No,No,Fruit,Water,"Physical education",7,9,4,"Yes - other","Internet chat or instant messaging",17,13,1,5,6,4,7,4,6,7,7,7,0,7,"A lot","Graduate degree",Country,Fly,Healthy,Relative,Health
USA,WI,2013,"7         ",Male,13,Left-Handed,132,23,152,1,Car,5,281,35,"Football (American)",100,99,400,230,720,999,24,"Left foot",33,35,"Ring finger",November,Summer,Yes,No,"No favorite",Water,"Physical education",7,4,5,"Yes - broadband connection","Text messaging",10,15,5,4,7,8,9,10,0,10,10,0,1,3,"Very little","Graduate degree","Rhythm and blues (R&B)","Super strength",Happy,Relative,"Education/Youth development"
USA,WI,2020,"12        ",Male,17,Right-Handed,171,25.4,171,2,Car,5,.364,"48 ",Lacrosse,1000,738,476,471,786,1000,25.4,"Same length",66,75,"Ring finger",March,Summer,No,No,Seafood,Water,"Physical education",7,9,3,"Yes - other","Internet chat or instant messaging",60,80,12,4,10,5,8,4,28,10,70,21,"24 ",4,Some,"Undergraduate degree","Rap/Hip hop",Fly,Rich,Other,Health
USA,WI,2013,"8         ",Male,13,Right-Handed,179,27,181,2,Bus,10,367,55,Baseball/Softball,650,700,500,700,800,900,27,"Same length",80,90,"Ring finger",October,Fall,Yes,No,Meat,Water,"Physical education",8,10,4,"Yes - broadband connection","Text messaging",10,15,7,1,1,5,12,1,3,1,8,3,0,2,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,Relative,Health
USA,WI,2015,"12        ",Female,17,Right-Handed,165,23,164,2,Car,4,.311,32,Other,689,889,789,789,345,567,22,"Right foot",90,75,"Index finger",October,Summer,Yes,No,"No favorite",Water,Art,6,11,3,"Yes - broadband connection","In person",30,44,16,4,24,5,4,0,10,2,24,5,48,2,"A lot","Graduate degree",Other,"Freeze time",Happy,"Musician or singer","Education/Youth development"
USA,WI,2016,"7         ",Male,12,Right-Handed,,,,0,Car,5,0.375,40,"Football (American)",1000,508,508,1000,0,0,,,,,,May,Summer,Yes,No,Meat,"Sports drink",Science,8,9,4,"Yes - other","Text messaging",18,17,24,1,0,5,2,7,2,6,8,1,4,6,"Very little","Graduate degree",Classical,"Super strength",Famous,"Sports person","Wildlife, animals"
USA,WI,2019,"11        ",Male,17,Right-Handed,183,,183,1,Car,5,.397,42,Basketball,,,,,,,,,227,82,"Ring finger",June,Summer,No,No,Other,"Soft drink (caffeinated)","Mathematics and statistics",7,12,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,1,,,,,,,,,,,,,,,,,,,
USA,WI,2014,"9         ",Female,14,Right-Handed,60,10.5,60,1,Car,5,0.322,32,Soccer,11,63,16,50,1000,1000,10.5,"Same length",30.5,30.5,"Ring finger",April,Winter,No,No,Fruit,Water,Languages,8,16,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",10,10,48,3,5,24,4,48,48,6,48,5,0,48,"Very little","Graduate degree","Rap/Hip hop",Fly,Healthy,Friend,Other
USA,WI,2015,"12        ",Male,17,Right-Handed,73,24,71,1,Car,15,.393,39,Running/Jogging,0,0,0,500,1000,500,25,"Right foot",100,87,"Index finger",January,Fall,No,No,Meat,Tea,Music,8,9,5,"Yes - other","Text messaging",10,20,3,.5,3,.5,8,0,0,1,1,0,15,1,"Very little","Graduate degree","Rock and roll",Fly,Happy,"Musician or singer","Arts, culture, sports"
USA,WI,2016,"12        ",Female,17,Right-Handed,173,26,173,1,Car,8,0.371,45,Baseball/Softball,500,500,500,500,550,600,27,"Left foot",87,79,"Index finger",June,Summer,No,No,Fruit,Water,Science,7,8,5,"Yes - broadband connection","Cell phone",25,25,15,1,4,7,10,0,8,1,1,3,10,3,"Very little","Graduate degree",Pop,Invisibility,Happy,Actor,Health
USA,WI,2018,"11        ",Male,16,Ambidextrous,187,26,180,2,Car,15,.471,34,Golf,700,650,710,600,750,800,27,"Left foot",100,105,"Ring finger",June,Summer,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)","Physical education",6,12,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",5,15,24,6,7,36,48,24,48,2,1,48,0,5,"Very little","Graduate degree","Heavy metal","Super strength",Rich,"Coach or club leader","Education/Youth development"
USA,WI,2014,"8         ",Male,14,Right-Handed,62,20,167,1,Car,3,.342,32,Baseball/Softball,125,526,367,635,1000,1000,21,"Left foot",65,70,"Ring finger",September,Winter,Yes,No,Meat,Milk,"Physical education",9,9,4,"Yes - other","In person",19,37,,.5,2,5,10,.3,.1,8,.8,10,37,36,Some,"Graduate degree","Rap/Hip hop",Telepathy,Rich,Other,"Wildlife, animals"
USA,WI,2016,"8         ",Male,14,Right-Handed,176,27,181,1,Car,10,0.392,56,"Football (American)",356,455,899,600,244,895,28,"Left foot",100,90,"Index finger",March,Winter,Yes,No,Meat,Water,Science,7,8,6,"Yes - dial-up connection","Myspace, Facebook, other social networking sites, or blog",200,200,20,.5,50,40,80,1,4,15,5,10,40,0,Some,"Some college",Country,Fly,Happy,Relative,Environment
USA,WI,2016,"7         ",Male,12,Left-Handed,161,23,166,1,Car,1,.86,81,"Football (American)",500,300,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2014,"9         ",Female,14,Left-Handed,173,25,183,1,Walk,3,0.415,42,Basketball,1000,500,700,900,500,200,25,"Same length",100,80,"Index finger",December,Summer,No,No,Meat,Juice,"Mathematics and statistics",8,6,3,"Yes - other","Cell phone",7,8,8,2,3,2,8,0,6,1,6,1,0,3,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,"Sports person","Wildlife, animals"
USA,WI,2015,"12        ",Male,17,Right-Handed,182.9,26,182.9,1,Car,5,.365,47,"Football (American)",600,500,350,500,560,700,26,"Same length",90,70,"Index finger",May,Fall,No,No,Pizza/Pasta,"Sports drink",Science,8,10,3,"Yes - broadband connection","Text messaging",5,6,6,1,20,24,20,0,30,4,4,40,0,2,,"Less than high school","Rock and roll","Freeze time",Rich,Other,Environment
USA,WI,2016,"8         ",Male,14,Right-Handed,167.7,25.4,25.4,2,Bicycle,7,0.133,38,Other,5,335,1000,1000,335,1000,24.4,"Right foot",100,85,"Index finger",July,Winter,,,Fruit,"Soft drink (caffeinated)","Mathematics and statistics",8,4,,"Yes - other",,,,20,6,0,20,10,.3,3,3,3,4,4,6,,,Country,Invisibility,Rich,,"Wildlife, animals"
USA,WI,2018,"11        ",Male,17,Right-Handed,180,28,182,1,Car,10,0.31,40,Other,600,400,1000,800,0,200,27.5,"Right foot",105,115,"Ring finger",December,Spring,Yes,No,Meat,Milk,"Physical education",5,9,5,"Yes - broadband connection","Cell phone",135,146,20,2,4,10,18,0,2,10,5,10,25,3,Some,"High school",Country,"Super strength",Happy,Relative,"Wildlife, animals"
USA,WI,2014,"12        ",Male,17,Right-Handed,180,28,182,2,Car,5,.313,50,Skateboarding/Rollerblading,500,750,0,250,1000,1000,27,"Right foot",90,79,"Index finger",November,Summer,No,No,Pizza/Pasta,Coffee,"Mathematics and statistics",8,7.5,10,"Yes - broadband connection","Text messaging",10,10,10,1,6,1,1,10,6,3,15,2,10,1,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,"Business person",Health
USA,WI,2017,"8         ",Female,13,Right-Handed,163,25,165,1,Car,20,0.377,44,Soccer,572,861,722,727,957,1000,27,"Left foot",6.7,7.2,"Ring finger",November,Fall,No,No,Salads,Water,"Mathematics and statistics",8,8,2,"Yes - broadband connection","Text messaging",6,11,8,2,14,8,5,1,3,2,7,7,48,7,Some,"Graduate degree",Other,Fly,Happy,Friend,"International aid"
USA,WI,2015,"7         ",Female,12,Right-Handed,"166 ","23 ","168 ",1,Car,"10 ",44,44,Swimming,684,604,743,529,11,80,23,"Same length",6.5,5.25,"Ring finger",May,Fall,Yes,No,Pizza/Pasta,Water,English,5,8,5,"Yes - other","Text messaging",30,40,40,2,6,3,35,1,5,10,1,3,0,8,Some,"Graduate degree",Other,Telepathy,Healthy,"Community leader or elder","Wildlife, animals"
USA,WI,2015,"7         ",Female,12,Right-Handed,149,24,148,1,Car,4,0.534,33,Soccer,1000,1000,1000,1000,102,102,25,"Left foot",75,69,"Index finger",August,Summer,Yes,No,Meat,"Soft drink (non-caffeinated)",Art,9,10,5,"Yes - other","Text messaging",15,13,7,1,3,14,6,1,1,4,3,12,3,5,Some,"Graduate degree",Pop,Fly,Healthy,"Sports person",Health
USA,WI,2017,"6         ",Male,13,Right-Handed,169,24,166,2,Car,7,.454,47,"Football (American)",0,1000,100,102,1000,1000,24,"Same length",,80,"Index finger",February,Fall,Yes,No,Meat,Milk,,7,7,5,"Yes - other","Text messaging",30,25,"48 ",1,1,6,15,26,24,3,28,7,0,1,"Very little",Other,"Rap/Hip hop",Invisibility,Happy,Other,Health
USA,WI,2019,"12        ",Female,16,Right-Handed,155,22,144,2,Car,15,0.36,27,Other,600,600,450,400,350,500,22,"Same length",80,100,"Ring finger",July,Fall,Yes,No,"No favorite",Water,"Mathematics and statistics",6,8-9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",90,85,40,1,10,12,10,0,16,1,1,5,0,2,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,"International aid"
USA,WI,2015,"12        ",Male,17,Right-Handed,175,25,25,1,Car,3,.39,66,"Hockey (Ice)",300,300,300,1000,1000,1000,22,"Right foot",90,105,"Ring finger",July,Summer,No,No,Pizza/Pasta,Water,"Social studies",7,11,5,"Yes - broadband connection","Cell phone",18,4,2,0,0,3,15,5,2,1,2,7,0,0,"A lot","High school","Rap/Hip hop",Telepathy,Happy,Relative,"International aid"
USA,WI,2014,"7         ",Male,13,Right-Handed,164,22,,1,Car,8,0.483,55,"Football (American)",834,727,487,578,27,75,,,,,,September,Fall,No,No,Meat,"Soft drink (caffeinated)","Mathematics and statistics",8,6,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",2,2,3,2,2,3,1,6,2,3,5,3,1,1,Some,"Some college","Rap/Hip hop",Invisibility,Rich,Other,Health
USA,WI,2016,"12        ",Female,17,Right-Handed,174,23,171,2,Walk,15,.36,37,Dancing,900,900,500,500,800,800,24,"Left foot",72,80,"Ring finger",May,Fall,Yes,Yes,"Rice/Noodle dishes",Water,English,6,10,4,"Yes - broadband connection","Text messaging",100,100,15,2,7,5,10,0,7,15,10,2,4,2,"A lot","Undergraduate degree","Rap/Hip hop",Fly,Happy,Relative,"Wildlife, animals"
USA,WI,2014,"8         ",Female,13,Right-Handed,163,25.5,157,2,Bus,7,.797,46,Soccer,750,780,1000,900,100,50,25,"Right foot",75,75,"Same length",July,Summer,No,No,Soups,Water,"Mathematics and statistics",8.5,11,5,"Yes - other","In person",4,5,7,0,1,57,5,7,13,5,13,5,0,3,"Very little","Graduate degree",Pop,Invisibility,Healthy,Relative,"Wildlife, animals"
USA,WI,2017,"12        ",Female,17,Right-Handed,157,23,166,1,Car,12,0.413,53,Walking/Hiking,500,750,550,250,1000,1000,22.5,"Right foot",6.4,6.5,"Ring finger",February,Fall,No,No,Pizza/Pasta,"Soft drink (non-caffeinated)",Science,7,10,3,"Yes - broadband connection","Internet chat or instant messaging",30,35,30,1,15,25,1,1,40,40,50,20,15,2,"A lot","Graduate degree",Pop,Fly,Happy,Relative,Health
USA,WI,2016,"7         ",Male,13,Right-Handed,160,23,,1,Bus,60,344,44,None,0,0,0,0,0,0,23,"Same length",6,6,"Same length",February,Winter,No,No,Other,Water,Art,5,12,3,"Yes - other","Text messaging",3,0,0,0,0,0,0,0,1,0,0,0,0,1,"A lot",Other,"Heavy metal",Fly,Happy,Other,Other
USA,WI,2020,"12        ",Female,17,Right-Handed,168,22,170,1,Car,10,.458,34,Running/Jogging,500,600,600,600,450,550,22,"Same length",7.8,7.2,"Index finger",April,Fall,Yes,No,"No favorite",Water,"Mathematics and statistics",7,9,4,"Yes - broadband connection","Text messaging",30,30,4,1,3,4,12,0,5,5,10,0,8,1,Some,"Undergraduate degree",Country,Telepathy,Happy,Friend,Health
USA,WI,2016,"7         ",Female,12,Right-Handed,164,24,170,1,Car,15,.367,50,Gymnastics,3,100,200,900,950,1000,24,"Same length",11,10,"Index finger",July,Summer,Yes,No,"No favorite",Water,"Social studies",9,7,3,"Yes - broadband connection","Text messaging",30,150,1,1,1,50,20,0,5,8,50,6,8,12,Some,"Graduate degree",Pop,Fly,Healthy,Relative,Health
USA,WI,2014,"8         ",Female,13,Right-Handed,165,23,165,1,Bus,15,0.692,66,Dancing,250,250,300,200,400,500,23,"Same length",70,70,"Same length",February,Fall,No,No,"No favorite","Soft drink (non-caffeinated)",Art,7.5,9.5,4,"Yes - broadband connection","Text messaging",50,50,48,.2,3,7,15.5,.5,8,48,5,7,0,2,"Very little","Graduate degree",Pop,Telepathy,Happy,Other,Health
USA,WI,2016,"8         ",Male,13,Right-Handed,162,25,163,2,Car,5,.352,34,Cycling,700,600,1000,800,1000,1000,26,"Left foot",80,74,"Index finger",June,Winter,Yes,No,Breads/Sandwiches,"Soft drink (non-caffeinated)",Science,9,14,3,"Yes - other","Text messaging",14,10,40,2,1,1,2,28,0,1,10,15,0,1,Some,"Undergraduate degree","Rock and roll","Freeze time",Happy,Other,Health
USA,WI,2018,"11        ",Female,17,Right-Handed,157.4,22,,1,Car,5,0.481,55,Soccer,3,2,1,4,5,6,22,"Same length",,,,November,Fall,No,No,Pizza/Pasta,Water,"Social studies",6,9,5,"Yes - other","Cell phone",400,500,10,0,14,20,0,0,48,48,48,10,15,5,"Very little","Some college","Rap/Hip hop",Invisibility,Happy,Relative,"International aid"
USA,WI,2016,"12        ",Male,18,Right-Handed,170.2,27,173,2,Car,10,.31,50,"Football (American)",2,2,2,2,2,2,26,"Right foot",90,95,"Ring finger",May,Fall,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",,8,10,3,"Yes - broadband connection","Text messaging",600,600,4,12,3,2,1,6,5,7,8,10,9,11,Some,"Undergraduate degree","Rap/Hip hop","Freeze time",Happy,"Coach or club leader","International aid"
USA,WI,2015,"10        ",Male,18,Right-Handed,186,38,182,1,Bus,55,.289,34,Other,643,928,709,596,242,398,38,"Same length",80,83,"Ring finger",July,Fall,No,No,Pizza/Pasta,Water,Other,6,10,4,"Yes - dial-up connection","Text messaging",40,53,2,1,6,4,2,0,0,2,4,5,0,5,"A lot","Some college",Country,Telepathy,,"Community leader or elder","Education/Youth development"
USA,WI,2018,"12        ",Male,18,Right-Handed,170,25,173,1,Car,25,.65,60,Baseball/Softball,700,700,950,800,850,973,25,"Same length",95,100,"Ring finger",August,Summer,Yes,No,Meat,Milk,"Physical education",8,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",41,42,4,,,,,,,,,,,,,,,,,,
USA,WI,2014,"6         ",Female,12,Right-Handed,149,21,150,1,Walk,3,0.943,45,"Martial Arts",626,620,679,1000,0,21,22,"Same length",60,60,"Same length",September,Summer,No,No,Seafood,Other,Art,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2014,"8         ",Female,14,Right-Handed,170,,"167 ",1,Car,10,0.184,82,Running/Jogging,200,600,400,700,800,900,,"Right foot",68,67,,January,Spring,No,No,Soups,Milk,Music,7,11,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,0,37,3,3,4,6,13,11,4,6,8,0,0,"A lot","Some college",Other,Invisibility,Healthy,"Musician or singer","Arts, culture, sports"
USA,WI,2015,"8         ",Male,13,Right-Handed,196,27,173,2,Bus,13,.468,45,Baseball/Softball,401,487,706,364,406,544,27,"Same length",80,90,"Index finger",July,Winter,No,No,Meat,"Sports drink",Science,8,9,3,"Yes - other","Cell phone",4,3,50,1,1,2,10,4,1,1,4,1,0,3,Some,"Graduate degree",Pop,Invisibility,Happy,"Sports person",Environment
USA,WI,2013,"8         ",Male,14,Right-Handed,164,28,85,1,Bus,30,.321,52,Other,500,500,800,500,800,900,27,"Right foot",70,80,"Ring finger",March,Fall,Yes,No,Pizza/Pasta,Water,Other,7,5,5,"Yes - broadband connection","Text messaging",20,20,2,1,2,4,1,1,1,2,1,3,8,1,"Very little","Some college",Country,"Freeze time",Happy,Relative,Other
USA,WI,2018,"12        ",Male,16,Right-Handed,181,25,185,1,Car,7,.674,59,Baseball/Softball,501,499,2,-7,750,999,24.5,"Right foot",8,9,"Ring finger",October,Winter,No,No,"No favorite",Water,"Mathematics and statistics",8.5,9,4,"Yes - broadband connection","Internet chat or instant messaging",40,40,10,0,10,4,7,3,14,1,1,9,0,7,Some,"Graduate degree","Rap/Hip hop",Telepathy,Rich,"Sports person",Health
